"RAL Code","RAL Name","Description","Usage Tags","Mood Tags"
"RAL 6009","Fir green","RAL 6009 {0} ist ein dunkles, kühles Grün mit schwarzen Nuancen, das die dichte Vegetation eines Waldes nachahmt. Es ist ein traditioneller und autoritärer Ton, der Respekt, Beständigkeit und kühle Stabilität vermittelt. Historisch für Uniformen und klassische Haustüren genutzt, strahlt es Würde aus. Ideal für Fenster und Zäune im Außenbereich, bietet es eine diskrete und natürliche Präsenz. Ein Look, der klassisch und kühl ist – perfekt für Projekte, die einen natürlichen, traditionellen Charakter mit strukturellem Gewicht vereinen wollen.","OUTDOOR_EQUIPMENT, ARCHITECTURE, SIGNAGE, FENCING, INFRASTRUCTURE","DARK, NATURAL, DISCREET, STABLE, COOL"
"RAL 6010","Grass green","RAL 6010 {0} ist ein helles, sattes Grün, das an eine frisch gemähte Frühlingswiese erinnert. In Parks, beim Branding oder für Gartenprodukte symbolisiert es Wachstum, Gesundheit und vitale Energie. Es vermittelt Optimismus und Sicherheit und dient als Standard für Landschaftsgestaltung und Werkzeuge. Lebendig und sauber, versprüht es organische Frische und einen aktiven Charakter. Die perfekte Wahl für alles, was gesund und natürlich wirken soll – eine lebendige Verbindung zur Natur mit einer klaren, energetischen Präsenz.","RECREATION, BRANDING, PRODUCT_DESIGN, LANDSCAPING, INTERIOR_DESIGN","FRESH, VIBRANT, HEALTHY, NATURAL, ENERGETIC"
"RAL 6011","Reseda green","RAL 6011 {0} ist ein weicher, gedeckter Grün-Grau-Ton, weltbekannt als der Klassiker für Industriemaschinen der Mitte des 20. Jahrhunderts. Er vermittelt mechanische Präzision, industrielle Nostalgie und eine ruhige Professionalität. Ideal für Werkstätten und Restaurierungsprojekte, schafft er eine wohltuende und praktische Atmosphäre. Ein feiner, professioneller Ton, der Stärke suggeriert, ohne hart zu wirken. Er steht für Verlässlichkeit und einen ruhigen Charakter, der in Vintage-Industrial-Konzepten eine zeitlose und hochwertige Qualität bewahrt.","ARCHITECTURE, FURNITURE, EQUIPMENT, INDUSTRIAL, RESTORATION","PALE, MUTED, INDUSTRIAL, NOSTALGIC, MECHANICAL, SUBTLE, NEUTRAL, CALM, PROFESSIONAL, SOFT"
"RAL 6012","Black green","RAL 6012 {0} ist ein extrem dunkles, kühles Grün, das an Schwarz grenzt und eine formelle, diskrete Ausstrahlung besitzt. Wo eine weichere Alternative zu reinem Schwarz gesucht wird, bietet dieser Ton Tiefe, Eleganz und Zurückhaltung. Er ist ideal für Metallarbeiten und Beschilderungen im Wald und wirkt ernsthaft und beständig. In matten Oberflächen kommt sein minimaler Charakter besonders gut zur Geltung. Eine Farbe für anspruchsvolle Architektur und Restaurationen, die eine diskrete, formelle Dunkelheit mit einem Hauch Natur verbinden möchten.","ARCHITECTURE, INDUSTRIAL, TRANSPORTATION, EQUIPMENT, RESTORATION","DARK, RESTRAINED, MINIMAL, FORMAL, DISCREET"
"RAL 6013","Reed green","RAL 6013 {0} ist ein gedecktes Gelbgrün mit einem leicht staubigen, organischen Charakter, der an Schilf oder Uniformen erinnert. Es wirkt erdig, natürlich und beruhigend, was es zur idealen Wahl für die Landschaftsintegration und Infrastruktur macht. Es vermittelt Einfachheit und organische Textur und bietet eine geerdete, unaufdringliche Präsenz. Ein Ton, der für eine stille Naturverbundenheit steht und besonders gut mit Stein oder Sandfarben harmoniert. Perfekt für alle, die eine weiche, diskrete Ausstrahlung suchen, die sich mühelos einfügt.","LANDSCAPE, RESTORATION, INFRASTRUCTURE, ARCHITECTURE, OUTDOOR_DESIGN","NATURAL, MUTED, SOFT, GROUNDED, DISCREET"
"RAL 6014","Yellow olive","RAL 6014 {0} ist ein dunkles Oliv mit deutlichen Gelb- und Brauntönen, das funktionale Tarnung und natürliche Integration bietet. Einst ein Standard für Militärfahrzeuge, vermittelt es Nutzen, Beständigkeit und robuste Haltbarkeit. Es ist nicht reflektierend und bodenständig, was es perfekt für Outdoor-Ausrüstung macht. Es suggeriert eine dauerhafte Stärke und eine Verbindung zu historischer Funktionalität. Ein Look, der geerdet und gedeckt wirkt, aber in anspruchsvollen Umgebungen eine verlässliche und stabile Präsenz garantiert.","MILITARY, INFRASTRUCTURE, OUTDOOR_EQUIPMENT, RESTORATION, ARCHITECTURE","EARTHY, MUTED, FUNCTIONAL, DURABLE, SUBDUED"
"RAL 6015","Black olive","RAL 6015 {0} ist ein fast schwarzer Grünbraun-Ton, der für maximale Diskretion und Stärke entwickelt wurde. In der Industrie und bei Fahrzeugen minimiert er die optische Auffälligkeit und vermittelt gleichzeitig robuste, technische Beständigkeit. Er wirkt anspruchsvoll und streng und bietet eine dunkle Präsenz, die reichhaltiger als Grau und weniger hart als Schwarz ist. Ideal für moderne Architektur, um Strukturen sanft im Schatten verschwinden zu lassen – ein Look, der autoritäre Stärke und eine technische Tarnwirkung perfekt vereint.","MILITARY, INDUSTRIAL, TRANSPORTATION, ARCHITECTURE, RESTORATION","DARK, RUGGED, MUTED, DISCREET, TECHNICAL"
"RAL 6016","Turquoise green","RAL 6016 {0} ist ein leuchtendes, sattes Grün-Blau, das Energie, Frische und Hygiene in jedes Projekt bringt. Als grüne Version von Türkis vermittelt es Vitalität und eine erfrischende Ästhetik. Besonders in Schulen, öffentlichen Gebäuden oder Wellness-Bereichen fördert es den Fokus und die emotionale Leichtigkeit. Es wirkt kühl, modern und sauber. In modischem Branding oder modernen Interieurs setzt es lebhafte Akzente und schlägt die Brücke zwischen biologischer Vitalität und zeitgemäßem, fröhlichem Design.","PRODUCT_DESIGN, WELLNESS, BRANDING, INTERIORS, FASHION","FRESH, BRIGHT, LIVELY, CHEERFUL, MODERN"
"RAL 6017","May green","RAL 6017 {0} ist ein mittleres, helles Grün mit einem natürlichen Frühlingscharakter, das die Kraft neuer Blätter einfängt. Es wirkt frisch, lebendig und optimistisch und vermittelt ein Gefühl von Neuanfang. In der Landschaftsgestaltung und im urbanen Raum bringt es eine leichte, luftige Energie. Es steht für Wachstum und Heiterkeit und belebt Spielplätze oder architektonische Details. Ein Ton für eine organische Vitalität und eine fröhliche Professionalität, die eine positive Verbindung zur Umwelt und ein gesundes Wachstum symbolisiert.","LANDSCAPING, RECREATION, SIGNAGE, PRODUCT_DESIGN, URBAN_DESIGN","NATURAL, FRESH, OPTIMISTIC, VIBRANT, CHEERFUL"
"RAL 6018","Yellow green","RAL 6018 {0} ist ein leuchtendes Grün mit starken Gelbanteilen, das die Energie junger Pflanzen ausstrahlt. Im Konsumgüterdesign und bei Schildern zieht es sofort die Aufmerksamkeit auf sich und versprüht eine fast neonfarbene Spielfreude. Es ist lebhaft, hochsichtbar und vermittelt Sicherheit und Tatendrang gleichermaßen. Ideal für Sportmode oder modernes Branding, wirkt es energetisch und frisch. Eine Farbe für alle, die einen Look suchen, der unübersehbar hell ist und jedes Design oder Produkt sofort aktiv und voller Leben wirken lässt.","PRODUCT_DESIGN, SIGNAGE, INTERIORS, BRANDING, TRANSPORTATION","ENERGETIC, FRESH, BRIGHT, PLAYFUL, LIVELY"
"RAL 6019","Pastel green","RAL 6019 {0} ist ein leichtes, weiches Grün mit subtiler Wärme und einem Hauch von Minze. In Wellness-Bereichen und minimalistischen Designs fördert es Ruhe, Entspannung und eine frische Sauberkeit. Es vermittelt Unschuld und Retro-Charme und lässt Räume durch seine reflektierende Art luftig wirken. Ideal für Kinderzimmer oder medizinische Einrichtungen, bietet es einen sanften Hintergrund, der einlädt und beruhigt. Ein Look, der für leise Vitalität und eine sehr weiche Frische steht – perfekt für eine sanfte, moderne Ästhetik.","WELLNESS, INTERIOR_DESIGN, PRODUCT_DESIGN, HOSPITALITY, LIFESTYLE","CALM, SOFT, SOOTHING, FRESH, GENTLE"
"RAL 6020","Chrome green","RAL 6020 {0} ist ein dunkles Grün mit kühlem Unterton, das klassischen Pigmenten nachempfunden ist. In der Restauration und Infrastruktur steht es für Formstabilität, Widerstandsfähigkeit und Verlässlichkeit. Als gedeckter Ton ist es ideal für Landmaschinen und Industrieanlagen geeignet. Es vermittelt Tradition und Beständigkeit und bietet einen stabilen, funktionalen Charakter. Nutzen Sie diesen Ton, wenn Sie formelle Stärke und eine verlässliche Professionalität signalisieren wollen, die perfekt mit dunkler Vegetation in Einklang steht.","RESTORATION, INFRASTRUCTURE, PUBLIC_SPACE, INDUSTRIAL, ARCHITECTURE","STRONG, FORMAL, TRADITIONAL, MUTED, STABLE"
"RAL 6021","Pale green","RAL 6021 {0} ist ein helles Grün mit grauen Untertönen – oft als Salbeigrün bezeichnet – das weich, natürlich und anspruchsvoll wirkt. Es ist beruhigend, frisch und nuanciert, was es perfekt für Innendesign, Möbel und das Gesundheitswesen macht. Es vermittelt eine tiefe Naturverbundenheit und emotionale Leichtigkeit, besonders in Kombination mit hellem Holz oder Creme. Ein neutraler und doch frischer Ton, der für eine gelassene Atmosphäre steht und sowohl in modernen als auch in klassischen Konzepten eine elegante Ruhe ausstrahlt.","INTERIOR_DESIGN, HEALTHCARE, WELLNESS, ARCHITECTURE, RESTORATION","SOFT, CALM, FRESH, NEUTRAL, NATURAL"
"RAL 6022","Olive drab","RAL 6022 {0} ist ein gedecktes, dunkles Oliv mit braun-grauen Noten, das für exzellente Tarnung und robuste Nutzbarkeit steht. Es ist der Klassiker für militärische Ausrüstung und Felderäte, konzipiert um Licht zu schlucken und Konturen zu verwischen. Es vermittelt harte Stärke und funktionale Diskretion. Ideal für Ausrüstung, die Schmutz verzeihen und unauffällig bleiben muss, bietet es eine geerdete Haltbarkeit. Ein Look, der für utilitaristische Ausdauer und eine diskrete, robuste Präsenz in anspruchsvollen Outdoor-Umgebungen steht.","MILITARY, INFRASTRUCTURE, EQUIPMENT, INDUSTRIAL, OUTDOOR","MUTED, RUGGED, FUNCTIONAL, EARTHY, DISCREET"
"RAL 6024","Traffic green","RAL 6024 {0} ist ein helles, reines Grün, das für maximale Sichtbarkeit in der Beschilderung und im Verkehr entwickelt wurde. Es hebt sich deutlich von der Umgebung ab und vermittelt Erlaubnis, Sicherheit und ein klares Go. Als funktionaler Ton sorgt es für Klarheit in Leitsystemen und der Arbeitssicherheit. Es versprüht Energie und Frische und ist eine praktische Wahl für jedes Design, das ein unmissverständlich sicheres und lebendiges Grün benötigt. Ein Ton für frische, funktionale Professionalität und visuelle Priorität.","SIGNAGE, TRANSPORTATION, INFRASTRUCTURE, SAFETY, PRODUCT_DESIGN","BRIGHT, CLEAR, FRESH, ENERGETIC, FUNCTIONAL"
"RAL 6025","Fern green","RAL 6025 {0} ist ein dunkles Naturgrün mit warmen Untertönen, das an das üppige Grün von Farnwedeln erinnert. Es ist organisch, erholsam und fügt sich leise in seine Umgebung ein, was es ideal für Gartenmöbel und Parkbauten macht. Es vermittelt eine Verbindung zum Waldboden und bietet eine geerdete, stabile Präsenz in der Landschaftsgestaltung. Ein unaufdringlicher, harmonischer Charakter, der perfekt für Outdoor-Geräte und naturnahe Architektur ist. Es steht für organisches Wachstum und eine diskrete, naturverbundene Beständigkeit.","LANDSCAPING, ARCHITECTURE, RESTORATION, OUTDOOR_EQUIPMENT, INFRASTRUCTURE","NATURAL, GROUNDED, WARM, STABLE, DISCREET"
"RAL 6026","Opal green","RAL 6026 {0} ist ein dunkles Grün mit bläulichem Herz und hoher Sättigung, das eine tiefe und moderne Präsenz besitzt. Es wirkt reichhaltig, ozeanisch und vermittelt Wertigkeit und Luxus. Besonders in Hochglanz-Oberflächen für Fahrzeuge oder Architektur glänzt es durch seine Tiefe. Als Brücke zwischen Grün und Blau bietet es eine edle, kühle Alternative zu einfachen Grüntönen. Es steht für Fokus und Qualität und verankert Designs mit einer prestigeträchtigen Intensität. Ein Look, der tief, kühl und unmissverständlich modern wirkt.","TRANSPORTATION, ARCHITECTURE, PRODUCT_DESIGN, AUTOMOTIVE, INTERIORS","DEEP, COOL, MODERN, ELEGANT, SATURATED"
"RAL 6027","Light green","RAL 6027 {0} ist ein blasses Grün mit einer feinen blauen Nuance, ideal für saubere und offene Räume. Oft mit Wasser und Wellness assoziiert, ist es ein Standard für das Gesundheitswesen und das Gastgewerbe. Es vermittelt Frische, Leichtigkeit und eine kühle aquatische Energie, die die Sichtbarkeit und emotionale Ruhe fördert. Ein erfrischender Ton für modernes Produktdesign, der für Offenheit und Gesundheit steht. Es wirkt klar, weich und professionell und schafft eine Atmosphäre, die gleichzeitig belebend und beruhigend ist.","HEALTHCARE, WELLNESS, INTERIOR_DESIGN, PRODUCT_DESIGN, HOSPITALITY","FRESH, LIGHT, CALM, CLEAR, SOFT"
"RAL 6028","Pine green","RAL 6028 {0} ist ein tiefes, kühles Grün, das die Nadeln eines Nadelwaldes imitiert. Es ist ein klassischer, geerdeter Ton, der für Beständigkeit und eine natürliche Integration steht. Ideal für Holzarbeiten im Freien oder Parkbeschilderungen, vermittelt er Dauerhaftigkeit und Naturverbundenheit. Er passt wunderbar in felsige oder verschneite Landschaften und bietet eine diskrete Präsenz. Ein Ton für eine dunkle Bodenständigkeit und einen authentischen Charakter, der für eine langlebige und beständige Verbindung zur Umwelt steht.","OUTDOOR, ARCHITECTURE, RESTORATION, EQUIPMENT, PUBLIC_INFRASTRUCTURE","EARTHY, DARK, GROUNDED, DISCREET, NATURAL"
"RAL 6029","Mint green","RAL 6029 {0} ist ein lebendiges, frisches Grün, das an die Energie und Sauberkeit von Pfefferminzblättern erinnert. Im Branding und im Innendesign steht es für Vitalität, Reinheit und frische Gesundheit. Es ist erfrischend, aktiv und hochsichtbar, was es ideal für markante Beschilderungen und Lifestyle-Produkte macht. Es wirkt optimistisch und sauber und verleiht dem Handel sowie Verpackungen einen lebhaften Funken. Nutzen Sie diesen Ton für einen frischen, hellen Look, der eine aktive und saubere Professionalität verkörpert.","BRANDING, HYGIENE, INTERIOR_DESIGN, PRODUCT_DESIGN, LIFESTYLE","FRESH, BRIGHT, CLEAN, CHEERFUL, LIVELY"
"RAL 6031","Bronze green","RAL 6031 {0} ist ein mattes, dunkles Militärgrün, das speziell für Tarnung und taktische Einsätze entwickelt wurde. Es absorbiert Licht und steht für visuelle Unauffälligkeit und Schutz. Ideal für militärische Hardware und Verteidigungssysteme, vermittelt es eine sachliche Stärke und technische Überlegenheit. Ein Look, der für höchste Funktionalität und eine ernste, ungestörte Präsenz im Feld steht. Es bietet eine dunkle, taktische Bodenständigkeit für Umgebungen, in denen Sicherheit und Diskretion die oberste Priorität haben.","MILITARY, CAMOUFLAGE, TACTICAL_HARDWARE, VEHICLES, DEFENSE","MATTE, DARK, MILITARY, STEALTH, TACTICAL"
"RAL 6032","Signal green","RAL 6032 {0} ist ein hochsichtbares Grün, das für Notfallbeschilderungen wie Rettungswege und Erste Hilfe genutzt wird. Es ist leicht bläulich und chemisch so abgestimmt, dass es in kritischen Situationen sofort erkannt wird. Es vermittelt Sicherheit, Erlaubnis und fachliche Hilfe. Als Standard für den sicheren Zustand sorgt es für Klarheit in der Infrastruktur. Ein unmissverständlicher Anker, der Vertrauen schafft und für eine sichtbare Klarheit und eine dringliche Professionalität steht, um Menschen sicher zu leiten.","SAFETY_SIGNS, EMERGENCY_EXITS, FIRST_AID, PUBLIC_SAFETY, MARKING, SAFETY, SIGNAGE, EMERGENCY, TRANSPORTATION, INFRASTRUCTURE","BRIGHT, SAFE, BLUISH-GREEN, VISIBLE, STANDARD, CLEAR, FUNCTIONAL, URGENT, ENERGETIC"
"RAL 6033","Mint turquoise","RAL 6033 {0} ist ein lebhafter Blau-Grün-Ton mit stilvoller, tropischer Ausstrahlung. Er wirkt aquatisch, fast wie ein Juwel, und ist ideal für dekorative Anwendungen und Badezimmer. Er vermittelt eine moderne Frische und wirkt gleichzeitig reinigend und belebend. In Wellness-Bereichen oder beim Schmuckdesign setzt er anspruchsvolle Akzente, die die Brücke zwischen Natur und zeitgemäßem Chic schlagen. Ein Look für weiche Beruhigung und einen frischen, modernen Charakter, der gleichermaßen stilvoll und aquatisch wirkt.","DECORATIVE, BATHROOMS, TILES, JEWELRY, PACKAGING, WELLNESS, INTERIOR_DESIGN, LIFESTYLE, PRODUCT_DESIGN","VIBRANT, BLUE-GREEN, AQUATIC, CHEERFUL, FRESH, SOFT, SOOTHING, STYLISH, MODERN"
"RAL 6034","Pastel turquoise","RAL 6034 {0} ist ein sanfter Blau-Grün-Pastellton, ideal für emotionale Balance und frische Klarheit. Er wirkt weich und spa-ähnlich und vermittelt Entspannung und Sauberkeit. In Spas oder für Kinderprodukte schafft er eine heitere und sanfte Atmosphäre, die das Wohlbefinden fördert. Sein unaufdringlicher Charakter unterstützt die visuelle Ruhe und macht ihn zur perfekten Wahl für Produktdesign und Interieurs. Ein Look für stille Sanftheit und eine frische, weiche Präsenz, die jeden Raum hell und freundlich wirken lässt.","WELLNESS, HEALTHCARE, CHILDREN_S_PRODUCTS, INTERIORS, PRODUCT_DESIGN","CALM, GENTLE, CLEAN, SOFT, FRESH"
"RAL 6035","Pearl green","RAL 6035 {0} ist ein dunkles Metallic-Grün, das dynamisch, edel und waldartig wirkt. Im Automobilbau oder bei Luxusprodukten sorgt es für visuelle Tiefe und einen technoiden Glanz, der Natur und Technologie vereint. Es vermittelt Energie, Innovation und hohen Wert. Das Perlglanz-Finish verleiht modernem Design eine reiche, elegante Note und wertet jedes Objekt auf. Ein Look für luxuriöse Eleganz und einen verfeinerten, modernen Charakter, der gleichzeitig dynamisch und tiefgründig wirkt – perfekt für anspruchsvolle Technik.","AUTOMOTIVE, PRODUCT_DESIGN, PACKAGING, LUXURY, TECHNICAL, LUXURY_GOODS, ARCHITECTURE, INTERIORS","METALLIC, DYNAMIC, FOREST-LIKE, SHIMMERING, TECHNICAL, RICH, ELEGANT, REFINED, MODERN, DARK"
"RAL 6036","Pearl opal green","RAL 6036 {0} ist ein tiefes Grün mit Perlglanz-Schimmer und kühlen, bläulichen Untertönen. Es wirkt geheimnisvoll und ozeanisch und entfaltet in Hochglanz für Luxusfahrzeuge seine volle Pracht. Es vermittelt Tiefe und eine exklusive, moderne Intensität. Ideal für architektonische Akzente und prestigeträchtiges Branding, bietet es eine schimmernde Komplexität, die sich im Licht verändert. Ein Ton für luxuriöse Tiefe und eine prestigeträchtige Präsenz, die gleichzeitig hochmodern und unglaublich anspruchsvoll wirkt.","AUTOMOTIVE, DECORATIVE_FINISHES, LUXURY_GOODS, BRANDING, ARCHITECTURE","LUXURIOUS, DEEP, SOPHISTICATED, MODERN, COOL"
"RAL 6037","Pure green","RAL 6037 {0} ist ein gesättigtes Primärgrün mit hoher Farbkraft, das eine klare und entschlossene Botschaft sendet. Genutzt in der Technik und für Sicherheitsmarkierungen, vermittelt es pure Natur, Energie und Präzision. Es bietet eine unmissverständliche Farbe für Geräte und Industrieprodukte. Dieser Ton ist ausgewogen und mutig und suggeriert moderne Macht und funktionale Klarheit. Seine hohe Intensität sorgt für visuelle Priorität im Branding und steht für eine aktive Verbindung zur Umwelt und technischen Nutzen.","SAFETY, INDUSTRIAL, SIGNAGE, PRODUCT_DESIGN, EQUIPMENT","CLEAR, ASSERTIVE, TECHNICAL, BOLD, VISIBLE"
"RAL 6038","Luminous green","RAL 6038 {0} ist ein fluoreszierendes, hochintensives Grün für Notfallbeschilderung und Warnschutzkleidung. Es leuchtet im Tageslicht und vermittelt extreme Dringlichkeit und sofortige Vorsicht. Es ist kein Dekoton, sondern dient der Sicherheit in Industrie- und Bauumgebungen. Visuell hell und entschlossen, sorgt es für maximale Erkennbarkeit. Sein chemischer Charakter stellt die Kommunikation über die Ästhetik und garantiert, dass Warnhinweise unübersehbar sind. Ein Ton für leuchtende Dringlichkeit und visuelle Priorität.","EMERGENCY, SAFETY, SIGNAGE, INDUSTRIAL, CONSTRUCTION","FLUORESCENT, URGENT, FUNCTIONAL, BRIGHT, VISIBLE"
"RAL 6039","Fibrous green","RAL 6039 {0} ist ein Hauch frischer Luft für das moderne Design und wurde geschaffen, um die Welt der Naturfasern und nachhaltigen Innovationen zu repräsentieren. Es ist ein nuanciertes, organisches Grün, das sich viel lebendiger anfühlt als traditionelle Industrietöne. Da es mit Blick auf Eco-Branding und Textilien entwickelt wurde, vermittelt es ein Gefühl von Umweltverantwortung und Materialehrlichkeit. Die perfekte Wahl für alle, die Nachhaltigkeit und zukunftsorientiertes Design signalisieren möchten.","SUSTAINABILITY, ECO_BRANDING, TEXTILES, ORGANIC_PRODUCTS, DESIGN","NUANCED, ORGANIC, SUSTAINABLE, MODERN, INNOVATIVE"
"RAL 7000","Squirrel grey","RAL 7000 {0} ist ein kühles, mittleres Grau mit feinen blauen Untertönen, das für ein ausgewogenes und professionelles Erscheinungsbild steht. Benannt nach seinem tierischen Vorbild, ist es ein Klassiker der Schifffahrt und Industrie. Ideal für Schiffe, Transportmittel und Infrastruktur, vermittelt es Neutralität und technische Präzision. Es wirkt in matt wie glänzend sauber und unterstrichen, was es perfekt für moderne technische Umgebungen macht. Ein Ton für professionelle Stabilität und eine diskrete Präsenz in der Architektur.","ARCHITECTURE, TRANSPORTATION, INFRASTRUCTURE, INDUSTRIAL, PRODUCT_DESIGN","NEUTRAL, BALANCED, COOL, PROFESSIONAL, UNDERSTATED"
"RAL 7001","Silver grey","RAL 7001 {0} ist ein helles, leicht bläuliches Grau, das wie poliertes Metall wirkt. Es ist einer der häufigsten Industrietöne, genutzt für Maschinen, Geräte und moderne Architektur. Es vermittelt Präzision, Verlässlichkeit und Professionalität. Sauber und technisch dient es als High-Tech-Ersatz für unlackierten Stahl. Ein Ton für effiziente Professionalität und einen sauberen Charakter, der in Industrie und Interieur gleichermaßen konsistent und verlässlich wirkt – ein Standard für technische Güte.","INDUSTRIAL, ARCHITECTURE, EQUIPMENT, PRODUCT_DESIGN, INTERIORS","CLEAN, TECHNICAL, PRECISE, NEUTRAL, PROFESSIONAL"
"RAL 7002","Olive grey","RAL 7002 {0} ist ein gedecktes Grau-Grün mit starken erdigen Tönen, das an militärische Stärke und industrielle Belastbarkeit erinnert. Ähnlich wie trockener Stein oder Moos, ist es ein utilitaristischer Ton für Outdoor-Infrastruktur und Tarnung. Er vermittelt Haltbarkeit und natürliche Integration und verschmilzt hervorragend mit kargen Landschaften. Ideal für Ausrüstung, die unempfindlich sein muss, bietet er einen geerdeten Charakter für den harten Einsatz. Ein Ton für diskrete Beständigkeit und authentische Stärke.","MILITARY, OUTDOOR, INFRASTRUCTURE, EQUIPMENT, RESTORATION","EARTHY, MUTED, RUGGED, DISCREET, STABLE"
"RAL 7003","Moss grey","RAL 7003 {0} ist ein natürliches, grünliches Grau, inspiriert von Stein und Vegetation. Es sorgt für ein organisches und geerdetes Erscheinungsbild in Architektur und Landschaftsbau. Ideal für die Denkmalpflege, vermittelt es ein Gefühl von Alter, struktureller Würde und stiller Harmonie. Ein dezenter Ton, der perfekt mit urbanen und natürlichen Paletten harmoniert. Er steht für eine sanfte, stabile Präsenz und eine zeitlose Ruhe, die strukturelle Kraft mit einem natürlichen Charakter verbindet.","ARCHITECTURE, LANDSCAPING, RESTORATION, INFRASTRUCTURE, OUTDOOR","NATURAL, MUTED, GROUNDED, SOFT, STABLE"
"RAL 7004","Signal grey","RAL 7004 {0} ist ein helles bis mittleres Neutralgrau ohne starke Nuancen, das für maximale Klarheit und technische Funktion steht. Oft bei Sicherheitsbeschilderungen und Geräten genutzt, bietet es Neutralität und Ordnung. Es vermittelt Präzision und Professionalität und ist ideal für Schaltschränke und technische Oberflächen geeignet. Ein sauberer, funktionaler Ton für die Industrie und Infrastruktur, der für verlässliche Kommunikation und eine sichtbare Neutralität in komplexen Umgebungen sorgt.","SIGNAGE, INDUSTRIAL, EQUIPMENT, INFRASTRUCTURE, TRANSPORTATION","NEUTRAL, VISIBLE, TECHNICAL, CLEAN, FUNCTIONAL"
"RAL 7005","Mouse grey","RAL 7005 {0} ist ein mittleres, leicht warmes Grau mit einem praktischen, utilitaristischen Charakter. Eingesetzt im Bauwesen und bei Maschinen, wird es für seine Pflegeleichtigkeit und unaufdringliche Art geschätzt. Es vermittelt Ruhe und strukturelle Verlässlichkeit, was jedes Bauteil permanent und stabil wirken lässt. Ideal für Stadtmöbel und Industrieanlagen, bietet es einen sachlichen Charakter für den öffentlichen Raum. Ein Ton für diskreten Nutzen und eine verlässliche, praktische Präsenz in der Stadt.","CONSTRUCTION, INDUSTRIAL, EQUIPMENT, INFRASTRUCTURE, ARCHITECTURE","PRACTICAL, MUTED, UTILITARIAN, STABLE, SUBDUED"
"RAL 7006","Beige grey","RAL 7006 {0} ist ein warmes, bräunliches Grau, das professionelle Neutralität mit einem natürlichen, erdigen Kern verbindet. Man findet es oft bei Restaurationen, traditioneller Architektur und hochwertigen Möbeln. Es vermittelt Wärme, Erdigkeit und eine steinerne Eleganz, ohne dabei zu braun zu wirken. Ideal für Fassaden und Textilien, bietet es eine geerdete und natürliche Präsenz. Ein Ton für klassische Strukturen, der eine authentische und anspruchsvolle Ruhe in moderne wie historische Konzepte bringt.","RESTORATION, ARCHITECTURE, FURNITURE, INTERIORS, INFRASTRUCTURE","WARM, EARTHY, CLASSIC, MUTED, NATURAL"
"RAL 7008","Khaki grey","RAL 7008 {0} ist ein dunkles, gelbbraunes Grau, ähnlich wie getrockneter Schlamm oder Uniformstoff. Oft in der Industrie oder beim Militär zu sehen, vermittelt es Robustheit, funktionale Stärke und technischen Nutzen. Es bietet effektive Tarnung und eine langlebige Optik. Ideal für Expeditionsfahrzeuge oder Wüsten-Camouflage, liefert es einen erdigen Charakter für den harten Einsatz. Ein Ton für utilitaristische Härte und eine starke Präsenz, wo visuelle Zurückhaltung und mechanische Zuverlässigkeit zählen.","MILITARY, INDUSTRIAL, OUTDOOR, EQUIPMENT, RESTORATION","RUGGED, EARTHY, MUTED, FUNCTIONAL, STRONG"
"RAL 7009","Green grey","RAL 7009 {0} ist ein dunkles Grau mit subtilen grünen Nuancen, das eine kühle, stabile und professionelle Ästhetik erzeugt. Häufig in der Infrastruktur und bei Maschinen genutzt, steht es für Ordnung und technische Präzision. Es vermittelt ein Gefühl von historischer Funktion und baulicher Kraft. Ideal für die Restaurierung von Industrieanlagen oder moderne Produkte, bietet es einen sachlichen Charakter. Ein Ton für fokussierte Stärke, der Beständigkeit und fachliche Kompetenz in Architektur und Technik signalisiert.","ARCHITECTURE, INFRASTRUCTURE, INDUSTRIAL, TRANSPORTATION, PRODUCT_DESIGN","COOL, STABLE, PROFESSIONAL, SUBDUED, TECHNICAL"
"RAL 7010","Tarpaulin grey","RAL 7010 {0} ist ein tiefes, kühles Grau, das fast an Anthrazit grenzt und traditionell für Schutzabdeckungen und technische Textilien genutzt wird. Es vermittelt Sachlichkeit, Schutz und industrielle Dauerhaftigkeit. Weit verbreitet bei Maschinen und technischem Design, suggeriert es strukturelle Ernsthaftigkeit und Stabilität. Ideal für Abdeckungen und architektonische Details, bietet es einen dunklen, stabilen Charakter für Hochleistungsumgebungen. Ein Ton für ernste technische Kraft und eine verlässliche, professionelle Präsenz.","EQUIPMENT, INDUSTRIAL, TRANSPORTATION, INFRASTRUCTURE, ARCHITECTURE","DARK, SERIOUS, TECHNICAL, SUBDUED, STABLE"
"RAL 7011","Iron grey","RAL 7011 {0} ist ein tiefes Grau mit feinen blauen Tönen, das an das Aussehen von Schmiedeeisen oder Rohstahl erinnert. Es ist massiv, unnachgiebig und vermittelt industrielle Macht und Beständigkeit. Oft für schwere Maschinenrahmen und Stahlkonstruktionen genutzt, kommuniziert es technische Ernsthaftigkeit. Es bietet eine kühle und dauerhafte Integrität für Großprojekte in Technik und Architektur. Ein Look für unerschütterliche industrielle Stärke und einen klassischen Charakter, der in Stadt und Hafen gleichermaßen überzeugt.","ARCHITECTURE, MARITIME, INDUSTRIAL, EQUIPMENT, TRANSPORTATION","STRONG, COOL, DURABLE, TECHNICAL, CLASSIC"
