"RAL Code","RAL Name","Description","Usage Tags","Mood Tags"
"RAL 7009","Green grey","RAL 7009 {0} is a dark grey with subtle green undertones, creating a cool, stable, and professional aesthetic. Common in urban infrastructure, machinery, and architecture, it suggests order, mechanical reliability, and technical precision. It conveys a sense of historical function and structural strength. Ideally suited for industrial restoration and contemporary product design, it provides a cool and professional character. It projects a sense of professional stability and a subdued, technical presence that represents a focused and professional strength in both modern architecture and vintage machinery restoration, perfect for anyone looking for a look that is cool, stable, and professional.","ARCHITECTURE, INFRASTRUCTURE, INDUSTRIAL, TRANSPORTATION, PRODUCT_DESIGN","COOL, STABLE, PROFESSIONAL, SUBDUED, TECHNICAL"
"RAL 7010","Tarpaulin grey","RAL 7010 {0} is a deep, cool grey bordering on charcoal, traditionally used for protective covers and technical textiles. It conveys a sense of formality, protection, and industrial durability. Widely used in equipment, machinery, and technical design, it suggests structural seriousness and stability. Ideally suited for industrial vehicle covers and architectural detailing, it provides a dark and technical character. It projects a sense of serious technical strength and a subdued, stable professional presence that represents a professional and durable character in both modern and restoration projects requiring a dark, formal, and serious grey.","EQUIPMENT, INDUSTRIAL, TRANSPORTATION, INFRASTRUCTURE, ARCHITECTURE","DARK, SERIOUS, TECHNICAL, SUBDUED, STABLE"
"RAL 7011","Iron grey","RAL 7011 {0} is a deep grey with subtle blue tones, evoking the look of raw iron or forged metal. It is solid, unyielding, and conveys a sense of strength, durability, and industrial might. Frequently used in maritime architecture, structural metalwork, and industrial equipment, it communicates technical seriousness and permanence. It suggests a cool and durable structural integrity, providing a strong and technical presence in large-scale engineering and architecture. It projects a sense of unyielding industrial strength and a classic professional presence that represents an authentic and durable structural character in both urban and maritime environments.","ARCHITECTURE, MARITIME, INDUSTRIAL, EQUIPMENT, TRANSPORTATION","STRONG, COOL, DURABLE, TECHNICAL, CLASSIC"
"RAL 7012","Basalt grey","RAL 7012 {0} is a dark, neutral grey resembling volcanic basalt rock. It is balanced, architectural, and conveys a sense of refined permanence and solidity. Its natural appearance makes it suitable for modern architecture, infrastructure projects, and roofing requiring a refined but strong look. It is a popular, grounded alternative to black, providing a stable and neutral presence in both outdoor construction and modern interior design. It projects a sense of refined groundedness and a modern, muted professional presence that represents a prestigious and long-lasting structural character that bridges natural stone and contemporary design.","ARCHITECTURE, INFRASTRUCTURE, CONSTRUCTION, OUTDOOR, RESTORATION","REFINED, GROUNDED, MODERN, MUTED, STABLE"
"RAL 7013","Brown grey","RAL 7013 {0} is a warm, earthy grey with brown undertones, offering a natural and aged appearance. It is a quintessential military and restoration color, conveying a sense of stealth, integration with the earth, and grounded utility. ideally suited for landscaping, military vehicles, and rural architecture, it provides an earthy and muted character for a grounded, discreet effect. It projects a sense of natural groundedness and an authentic, discreet professional presence that represents an authentic and quiet connection to the environment, making any space or object feel earthy, stable, and reliably non-intrusive.","RESTORATION, LANDSCAPING, MILITARY, ARCHITECTURE, OUTDOOR","EARTHY, MUTED, NATURAL, GROUNDED, DISCREET"
"RAL 7015","Slate grey","RAL 7015 {0} is a dark, cool grey with blue-violet undertones, reminiscent of natural slate rock. It is elegant, traditional, and conveys a sense of class, timelessness, and structural resilience. Often applied in roofing, industrial coatings, and premium architecture, it is a timeless choice that provides a refined and professional aesthetic. It represents a classic and stable structural integrity, offering a cool and professional presence that is both refined and durable. It projects a sense of timeless sophistication and a stable professional presence that represents an authentic and prestigious structural character in both modern and restoration projects.","ARCHITECTURE, INDUSTRIAL, ROOFING, INFRASTRUCTURE, PRODUCT_DESIGN","CLASSIC, STABLE, COOL, PROFESSIONAL, REFINED"
"RAL 7016","Anthracite grey","RAL 7016 {0} is a very dark grey with a slight blue undertone, almost approaching black. It is the gold standard of contemporary architecture, popular in window frames, doors, and residential facades for its sophistication, sleekness, and modern contrast. It conveys a sense of modernity, high value, and minimal elegance. Ideally suited for product design and urban furniture, it provides a sleek and refined character. It projects a sense of modern minimal elegance and a dark, refined professional presence that represents a prestigious and sleek structural character, making any building or product look unmistakably high-end and modern.","ARCHITECTURE, PRODUCT_DESIGN, INTERIORS, INDUSTRIAL, TRANSPORTATION","SLEEK, MODERN, MINIMAL, DARK, REFINED"
"RAL 7021","Black grey","RAL 7021 {0} is an ultra-dark grey, nearly black, offering maximum contrast and formality without full saturation. It is a softer alternative to pure black, conveying depth, sophistication, and structural modernity. Used in industrial design, high-end architecture, and automotive components, it provides a formal and minimal character. It projects a sense of dark formality and a modern, technical professional presence that represents a prestigious and deep structural character. Ideally suited for architectural details and premium equipment, it suggests a refined and authoritative darkness that is both formal and minimal in contemporary design.","AUTOMOTIVE, INDUSTRIAL, ARCHITECTURE, INTERIORS, EQUIPMENT","DARK, FORMAL, MODERN, MINIMAL, TECHNICAL"
"RAL 7022","Umbra grey","RAL 7022 {0} is a dark, slightly brownish-grey with low reflectivity, mimicking the organic earth tone of raw umber. It is sophisticated, organic, and conveys a sense of history, durability, and grounded warmth. Common in military, outdoor, and restoration settings, it provides a muted and rugged character for environments requiring subtlety and durability. Ideally suited for heritage properties and moody interiors, it projects a sense of subdued groundedness and a discreet, earthy professional presence that represents an authentic and quiet structural character, making any design feel historic, stable, and reliably earthy.","MILITARY, OUTDOOR, RESTORATION, INFRASTRUCTURE, INDUSTRIAL","MUTED, RUGGED, SUBDUED, DISCREET, EARTHY"
"RAL 7023","Concrete grey","RAL 7023 {0} is a medium grey with a warm, neutral appearance that mimics aged urban surfaces. It is prevalent in urban design, industrial finishes, and infrastructure repair where functional neutrality and a grounded character are essential. Ideally suited for blending structures with concrete surroundings, it conveys a sense of urban camouflage and structural integrity. Grounded and modern, it projects a practical neutrality and a clean professional presence that ensures a functional and stable industrial presence. It represents a standard and dependable structural character that is both modern and reliably clean in urban and architectural design.","ARCHITECTURE, INDUSTRIAL, INFRASTRUCTURE, URBAN_DESIGN, EQUIPMENT","NEUTRAL, FUNCTIONAL, MODERN, CLEAN, GROUNDED"
"RAL 7024","Graphite grey","RAL 7024 {0} is a rich, dark grey with subtle blue undertones and a refined, modern feel. It resembles pencil lead and conveys a sense of technical precision, elegance, and modernity. Used in architecture, high-end furniture, and premium product design, it projects a professional and technical aesthetic. Ideally suited for industrial doors and electronic housings, it provide a refined and modern character. It projects a sense of technical precision and a dark professional presence that represents a prestigious and modern structural character, making any product or building look technical, precise, and undeniably sophisticated.","ARCHITECTURE, PRODUCT_DESIGN, FURNITURE, INTERIORS, EQUIPMENT","REFINED, MODERN, TECHNICAL, DARK, PROFESSIONAL"
"RAL 7026","Granite grey","RAL 7026 {0} is a dark, cool grey with a stone-like quality that conveys authority, permanence, and professional strength. It is deep, prestigious, and ideal for architectural cladding and public structures requiring a discreet, long-lasting tone. Common in corporate architecture and infrastructure projects, it projects a sense of cool stability and grounded technical durability. It suggests a dark and discreet structural integrity that represents an authoritative and deep professional presence. It projects a sense of cool technical durability and a prestigious, long-lasting professional character that is both grounded and deep in contemporary and industrial environments.","ARCHITECTURE, INFRASTRUCTURE, OUTDOOR, INDUSTRIAL, PRODUCT_DESIGN","COOL, DISCREET, GROUNDED, TECHNICAL, DURABLE"
"RAL 7030","Stone grey","RAL 7030 {0} is a medium-light grey with a warm, natural undertone that serves as a classic neutral. It is unassuming, stable, and conveys a sense of structural simplicity and grounded warmth. Often used in facades, interiors, and general building work, it projects an approachable aesthetic that blends well with natural stone and masonry. Ideally suited for furnishings and outdoor products, it provide a warm and grounded character. It projects a sense of classic stability and a soft, neutral professional presence that represents a quiet and reliable structural character in both urban and natural design.","ARCHITECTURE, INTERIORS, OUTDOOR, FURNITURE, INFRASTRUCTURE","WARM, GROUNDED, NATURAL, SOFT, NEUTRAL"
"RAL 7031","Blue grey","RAL 7031 {0} is a medium-dark grey with clear blue undertones, creating a cool, technical, and professional feel. It is an industrial standard for machinery, equipment, and contemporary architecture, conveying a sense of engineering expertise and functional cleanliness. It projects a modern and professional aesthetic that is both cool and clean. Used in transportation and industrial interiors, it provide a technical and balanced character. It projects a sense of cool technical modernity and a professional, clean presence that represents an authentic and professional structural strength in both urban and industrial environments.","TRANSPORTATION, INDUSTRIAL, ARCHITECTURE, INTERIORS, EQUIPMENT","COOL, TECHNICAL, MODERN, PROFESSIONAL, CLEAN"
"RAL 7032","Pebble grey","RAL 7032 {0} is a light beige-grey with a soft, warm, and natural tone. It is a ubiquitous standard for technical equipment and electrical enclosures, conveying a sense of cleanliness, neutrality, and approachable warmth. Subtle and non-distracting, it is found in interior design, furniture, and facade restoration where it adds warmth without strong coloration. Ideally suited for office environments and architectural backgrounds, it provide a soft and warm character. It projects a sense of warm neutrality and a subtle professional presence that represents a quiet and approachable structural character in both modern and classical design.","INTERIOR_DESIGN, ARCHITECTURE, FURNITURE, PRODUCT_DESIGN, RESTORATION","SOFT, WARM, SUBTLE, NEUTRAL, APPROACHABLE"
"RAL 7033","Cement grey","RAL 7033 {0} is a muted green-grey that mimics the appearance of raw concrete and mortar. It is utilitarian, industrial, and projects a sense of functional neutrality and grounded strength. Used in infrastructure, restoration, and industrial coatings, it conveys a raw construction aesthetic that blends naturally with structural materials. Ideally suited for outdoor equipment and industrial architecture, it provide a natural and muted character. It projects a sense of functional groundedness and a discreet, industrial professional presence that represents an authentic and raw structural character in both urban and restoration projects.","INFRASTRUCTURE, ARCHITECTURE, RESTORATION, OUTDOOR, EQUIPMENT","NATURAL, MUTED, FUNCTIONAL, GROUNDED, DISCREET"
"RAL 7034","Yellow grey","RAL 7034 {0} is a warm, earthy grey with slight yellow-brown undertones that feel rustic yet neutral. It is popular in heritage architecture and restoration projects, offering an aged and natural appeal. Ideally suited for residential exteriors and interior warmth, it conveys a sense of cozy softness and light. It projects a warm and earthy character that pairs beautifully with natural stone and timber. It represents a rustic and neutral structural integrity that adds a touch of warm, grounded richness to both heritage and contemporary design, making any space feel cozy, soft, and reliably earthy.","RESTORATION, ARCHITECTURE, INTERIORS, FURNITURE, OUTDOOR","EARTHY, WARM, RUSTIC, NEUTRAL, MUTED"
"RAL 7035","Light grey","RAL 7035 {0} is a bright, neutral grey with excellent light reflectivity, often appearing as a crisp, high-tech white. It is the gold standard for cleanroom environments, server racks, and modern industrial equipment, conveying efficiency, cleanliness, and modernity. Ideally suited for office interiors and technical architecture, it projects a sterile but professional aesthetic that reflects light well. It suggests a clean and bright structural integrity that represented a fresh and technical professional presence. It projects a sense of high-tech efficiency and a clean, neutral character that is both modern and reliably fresh in technical and industrial environments.","INDUSTRIAL, INTERIORS, HEALTHCARE, EQUIPMENT, ARCHITECTURE","CLEAN, BRIGHT, NEUTRAL, FRESH, TECHNICAL"
"RAL 7036","Platinum grey","RAL 7036 {0} is a refined, slightly purple-tinted grey that adds a hint of luxury, value, and modernity to any design. It resembles weathered platinum and conveys a sense of sophisticated neutrality and elegant modernity. Seen in high-end interiors and product design, it provides a soft but distinctive tone. Ideally suited for furniture and architectural accents, it conveys a sense of value and modern elegance. It projects a refined and soft character that represents a modern and elegant structural integrity, making any product or space look sophisticated, modern, and undeniably refined in both contemporary and high-end design.","INTERIOR_DESIGN, PRODUCT_DESIGN, BRANDING, FURNITURE, ARCHITECTURE","REFINED, SOFT, MODERN, ELEGANT, SUBTLE"
"RAL 7037","Dusty grey","RAL 7037 {0} is a mid-tone grey with neutral undertones, resembling overcast skies or the color of dust. It is practical, functional, and provides an unobtrusive visual neutrality in functional industrial settings. Ideally suited for floor coatings, shelving, and exterior cladding, it conveys functionality and grounded stability. It projects a sense of quiet utility and a practical, muted professional presence that represents an understated and dependable structural character. It suggests a neutral and functional character that is perfect for any industrial or architectural environment requiring visual restraint and visual neutrality in complex spaces.","INDUSTRIAL, INFRASTRUCTURE, ARCHITECTURE, EQUIPMENT, TRANSPORTATION","NEUTRAL, UNDERSTATED, PRACTICAL, MUTED, GROUNDED"
"RAL 7038","Agate grey","RAL 7038 {0} is a light, calm grey with a subtle green tint, offering a fresh and contemporary character. It is popular in residential window frames and coastal architecture as a soft, airy alternative to white or dark grey. It conveys lightness, elegance, and a calm modern atmosphere. Ideally suited for furniture and interior design, it provides a contemporary yet soft character. It projects a sense of fresh softness and a modern, subtle professional presence that represents a refined and airy structural character, making any building or product look contemporary, soft, and undeniably calm in both modern and restoration design.","ARCHITECTURE, INTERIORS, PRODUCT_DESIGN, FURNITURE, RESTORATION","FRESH, SOFT, MODERN, SUBTLE, CALM"
"RAL 7039","Quartz grey","RAL 7039 {0} is a dark, warm grey with a slightly brown heart that mimics natural stone. It is warm, grounded, and conveys a sense of natural strength and stability. It works beautifully in material palettes featuring natural stone and timber, providing a discreet and neutral presence. Ideally suited for flooring and facade panels, it conveys a sense of grounded warmth and muted neutrality. It projects a sense of natural strength and a stable, neutral professional presence that represents a warm and durable structural integrity, perfect for any contemporary or restoration project seeking a sophisticated, earthy grey.","ARCHITECTURE, INTERIORS, RESTORATION, PRODUCT_DESIGN, OUTDOOR","WARM, GROUNDED, MUTED, NEUTRAL, STABLE"
"RAL 7040","Window grey","RAL 7040 {0} is a neutral mid-light grey ubiquitously used in architectural frames and structural detailing. It offers professional neutrality and adaptability without drawing visual focus, conveying a sense of order and structural clarity. As the definitive color for window profiles and glass sealing, it provides a professional and clean character. It is an ideal choice for industrial furniture and architecture where an understated and professional neutrality is needed to support the aesthetic balance of modern and traditional buildings. It projects a sense of neutral adaptability and a clean, professional presence that represents an understated and standard structural character.","ARCHITECTURE, INFRASTRUCTURE, INDUSTRIAL, INTERIORS, FURNITURE","NEUTRAL, ADAPTABLE, PROFESSIONAL, CLEAN, UNDERSTATED"
"RAL 7042","Traffic grey A","RAL 7042 {0} A is a cool, light-to-mid grey designed for maximum visibility and functional neutrality in transportation infrastructure. It conveys order, regulation, and technical clarity, appearing clean and professional against asphalt. It is functional and clearly visible, providing a technical and neutral character. Ideally suited for barriers, posts, and technical equipment, it projects a sense of visible neutrality and a clean, technical professional presence that ensures visual priority and reliable communication in complex urban environments, representing a standard and dependable functional strength.","TRANSPORTATION, SIGNAGE, INDUSTRIAL, INFRASTRUCTURE, EQUIPMENT","NEUTRAL, VISIBLE, CLEAN, TECHNICAL, FUNCTIONAL"
"RAL 7043","Traffic grey B","RAL 7043 {0} B is a darker, more subdued version of {0} A, used in industrial and infrastructure design where visual restraint is required. It offers less reflectivity and a more discreet, structural presence, conveying stability and technical definition. Ideally suited for street furniture, sound barriers, and architectural frames, it provide a dark and functional character. It projects a sense of muted technical strength and a discreet professional presence that represents a professional and durable structural character in both urban and large-scale industrial projects where visual order and structural stability are prioritized.","INFRASTRUCTURE, INDUSTRIAL, TRANSPORTATION, ARCHITECTURE, EQUIPMENT","MUTED, DARK, FUNCTIONAL, TECHNICAL, DISCREET"
"RAL 7044","Silk grey","RAL 7044 {0} is a warm, pale grey with a soft beige tint, adding a smooth and sophisticated softness to interiors and furniture. It is elegant, smooth, and popular as a contemporary neutral for hospitality and residential design. It conveys luxury, softness, and a clean modern aesthetic. Ideally suited for interior walls and textiles, it provide a soft and warm character that remains subtle and clean. It projects a sense of warm neutrality and a soft, refined professional presence that represents an authentic and contemporary structural character in both residential and high-end commercial lifestyle products.","INTERIORS, FURNITURE, ARCHITECTURE, HOSPITALITY, PRODUCT_DESIGN","SOFT, WARM, NEUTRAL, SUBTLE, CLEAN"
"RAL 7045","Telegrey 1","RAL 7045 {0} 1 is a cool, light grey historically used in telecommunications, offering a clean, modern, and professional tone. It is technical, standard, and ideally suited for technical equipment and electrical distribution boxes. It conveys connectivity, utility, and modern neutrality. Often applied to minimalist design schemes and industrial products, it provides a clean and technical character. It projects a sense of cool modern efficiency and a technical professional presence that represents a standard and neutral industrial strength in high-tech environments and modern architecture.","EQUIPMENT, PRODUCT_DESIGN, INDUSTRIAL, ARCHITECTURE, INTERIORS","CLEAN, COOL, MODERN, TECHNICAL, NEUTRAL"
"RAL 7046","Telegrey 2","RAL 7046 {0} 2 is a medium grey with a slightly bluish tone, offering a crisp, balanced, and robust appearance. Used in professional settings and industrial infrastructure, it conveys clarity, structure, and professional strength. It is robust and dependable, providing a clean and technical character. Ideally suited for outdoor utility cabinets and transportation design, it projects a sense of professional balance and a cool, technical professional presence that represents an authentic and professional industrial strength in both urban and industrial environments requiring structural order and visual clarity.","ARCHITECTURE, EQUIPMENT, INDUSTRIAL, TRANSPORTATION, PRODUCT_DESIGN","PROFESSIONAL, CLEAN, BALANCED, COOL, TECHNICAL"
"RAL 7047","Telegrey 4","RAL 7047 {0} 4 is the lightest of the Telegrey tones, offering a subtle, airy, and clean character. It is modern, minimal, and ideally suited for high-tech environments, sleek architectural finishes, and office furniture. It conveys efficiency, light, and a sense of visual openness. Often used in technology and modern interiors, it enhances the feeling of space and structural clarity. It projects a sense of airy minimal elegance and a clean, modern professional presence that represents a modern and minimal industrial efficiency in both contemporary technical and residential lifestyle products.","INTERIORS, TECHNOLOGY, ARCHITECTURE, EQUIPMENT, PRODUCT_DESIGN","LIGHT, AIRY, CLEAN, MINIMAL, MODERN"
"RAL 8000","Green brown","RAL 8000 {0} is an earthy brown with distinct greenish undertones, evoking natural desert soils and historic military camouflage. It conveys durability, history, and a rugged outdoor character. Ideally suited for restoration, landscaping, and traditional architecture, it provides an earthy and natural presence. It suggests a grounded and rustic structural character that blends effortlessly with natural rural landscapes. It projects a sense of natural groundedness and a warm, rustic professional presence that represents an authentic and rugged connection to utilitarian history and natural environments.","RESTORATION, LANDSCAPING, ARCHITECTURE, OUTDOOR, FURNITURE","EARTHY, NATURAL, GROUNDED, WARM, RUSTIC"
"RAL 8001","Ochre brown","RAL 8001 {0} is a warm, yellow-brown reminiscent of natural clay and sunbaked earth. It is inviting, rustic, and projects a sense of heritage and familiarity. Common in traditional architecture and high-end furnishings, it conveys warmth, history, and a natural softness. Ideally suited for facades and traditional design, it provides a warm and rustic character. It projects a sense of historic warmth and a soft, natural professional presence that represents an authentic and grounded structural character in both heritage and contemporary design, making any space feel warm, rustic, and reliably familiar.","ARCHITECTURE, RESTORATION, INTERIORS, FURNITURE, CULTURAL","WARM, RUSTIC, HISTORIC, NATURAL, SOFT"
"RAL 8002","Signal brown","RAL 8002 {0} is a medium reddish-brown designed for high visibility and general utility in regulatory signage. It combines functional strength with a warm, earthy tone, conveying the look of natural wood and soil. Used in signage, equipment, and public infrastructure, it conveys a sense of professional reliability and bold functionality. It projects a sense of warm visibility and a functional, bold professional presence that represents an authentic and earthy structural character in both public and industrial environments where standard visibility and earthy warmth are prioritized.","SIGNAGE, EQUIPMENT, INFRASTRUCTURE, INDUSTRIAL, TRANSPORTATION","WARM, VISIBLE, FUNCTIONAL, BOLD, EARTHY"
"RAL 8003","Clay brown","RAL 8003 {0} is a medium warm brown inspired by natural terracotta and pottery. It is earthy, artisanal, and provides an organic, grounded effect in architectural finishes and traditional design. Ideally suited for restoration projects and heritage building products, it conveys a sense of craftsmanship and tradition. It suggests a natural and earthy structural character that blends beautifully with natural materials. It projects a sense of warm groundedness and a rustic, artisanal professional presence that represents an authentic and earthy connection to the natural environment and historic design.","ARCHITECTURE, RESTORATION, FURNITURE, INTERIORS, OUTDOOR","NATURAL, EARTHY, WARM, GROUNDED, RUSTIC"
"RAL 8004","Copper brown","RAL 8004 {0} is a rich reddish-brown with extra warmth, resembling weathered copper or traditional industrial metalwork. It conveys industrial strength, heritage, and a warm, metallic aesthetic. Used in facades, roofing, and high-end product design, it suggests richness and classic stability. Ideally suited for restoration and architectural details, it provides a warm and rich character. It projects a sense of classic warmth and an earthy, metallic professional presence that represents an authentic and durable structural integrity, perfect for anyone looking for a look that is warm, rich, and industrial-elegant.","ARCHITECTURE, RESTORATION, ROOFING, INTERIORS, PRODUCT_DESIGN","WARM, RICH, CLASSIC, METALLIC, EARTHY"
"RAL 8007","Fawn brown","RAL 8007 {0} is a soft brown with subtle warmth, mimicking the natural coat of its namesake. It is natural, soft, and conveys a sense of traditional comfort and visual stillness. Suitable for furniture, interiors, and heritage architecture, it projects a classic and familiar tone. Ideally suited for restoration and outdoor equipment, it provides a soft and warm character. It projects a sense of familiar warmth and a muted, soft professional presence that represents an authentic and quiet structural character, making any design or product feel soft, warm, and reliably classic.","FURNITURE, INTERIORS, RESTORATION, ARCHITECTURE, PRODUCT_DESIGN","SOFT, WARM, CLASSIC, FAMILIAR, MUTED"
"RAL 8008","Olive brown","RAL 8008 {0} is a dark brown with greenish undertones, ideal for functional camouflage and natural blending in wooded environments. It is earthy, rich, and provides an organic structure that conveys depth and rugged utility. Widely used in military gear, outdoor equipment, and rural architecture, it projects a sense of functional resilience and discretion. Ideally suited for forestry and industrial exteriors, it provide an earthy and muted character. It projects a sense of rugged groundedness and a discreet, functional professional presence that represents an authentic and organic structural strength in high-performance outdoor settings.","MILITARY, OUTDOOR, RESTORATION, ARCHITECTURE, INDUSTRIAL","EARTHY, MUTED, RUGGED, DISCREET, FUNCTIONAL"
"RAL 8011","Nut brown","RAL 8011 {0} is a medium-dark brown with reddish undertones, conveying a sense of richness, warmth, and reliable comfort. It is the quintessential 'chocolate' brown, widely used in joinery, furniture, and wood-effect finishes for its natural and grounded appearance. It projects a sense of traditional quality and stability, providing a warm and rich character. Ideally suited for doors, gates, and interior architecture, it projects a sense of warm richness and a natural professional presence that represents an authentic and comfortable structural integrity in both contemporary and heritage design.","FURNITURE, INTERIORS, PRODUCT_DESIGN, ARCHITECTURE, RESTORATION","WARM, RICH, NATURAL, GROUNDED, TRADITIONAL"
"RAL 8012","Red brown","RAL 8012 {0} is a strong brown with red tones, reminiscent of mahogany or dried brick. It conveys a sense of durability, heritage, and industrial substance. Used in industrial coatings, architectural masonry, and restoration, it suggests traditional strength and groundedness. Ideally suited for agricultural buildings and heavy-duty metalwork, it provides a strong and warm character. It projects a sense of earthy strength and a traditional professional presence that represents an authentic and substantial structural integrity, adding a touch of industrial power and rustic reliability to both contemporary and historic architecture.","INDUSTRIAL, RESTORATION, INTERIORS, ARCHITECTURE, FURNITURE","STRONG, WARM, EARTHY, TRADITIONAL, GROUNDED"
"RAL 8014","Sepia brown","RAL 8014 {0} is a dark brown with a slightly cool, photographic cast, reminiscent of aged sepia prints. It is classic, muted, and conveys a sense of formal restraint and history. Used in architecture, product design, and restoration, it offers a sophisticated and discreet finish. ideally suited for interiors and cultural design, it provide a formal and warm character. It projects a sense of classic history and a discreet professional presence that represents an authentic and quiet structural character, making any design feel classic, formal, and carry a touch of historical warmth.","ARCHITECTURE, PRODUCT_DESIGN, RESTORATION, INTERIORS, CULTURAL","CLASSIC, MUTED, FORMAL, WARM, DISCREET"
"RAL 8015","Chestnut brown","RAL 8015 {0} is a rich, reddish shiny brown that evokes natural wood tones and polished organic textures. It is elegant, natural, and adds a sense of warmth and richness to traditional design. Popular in furniture, restoration, and architectural detailing, it conveys quality and groundedness. Ideally suited for front doors and interior finishes, it provides a natural and rich character. It projects a sense of warm natural richness and a traditional professional presence that represents an authentic and rich structural character, making any space or product feel warm, elegant, and reliably natural.","FURNITURE, INTERIORS, RESTORATION, ARCHITECTURE, CULTURAL","WARM, NATURAL, RICH, TRADITIONAL, GROUNDED"
"RAL 8016","Mahogany brown","RAL 8016 {0} is a deep red-brown mimicking the appearance of its namesake timber. It conveys elegance, depth, and a sense of formal permanence. Popular in high-end furniture, office interiors, and restoration projects, it provides a classic and refined finish. Ideally suited for architectural columns and structural joinery, it suggests an authoritative and stable character. It projects a sense of elegant depth and a refined professional presence that represents a classic and serious structural integrity in both professional interiors and heritage-inspired architecture.","FURNITURE, INTERIORS, ARCHITECTURE, PRODUCT_DESIGN, RESTORATION","ELEGANT, DEEP, WARM, CLASSIC, REFINED"
"RAL 8017","Chocolate brown","RAL 8017 {0} is a dark, cool brown with a subdued and versatile richness. It is an architectural favorite for window frames, gutters, and minimalist facades because it is neutral and approachable. It conveys a sense of modern earthiness and understated warmth, pairing beautifully with light render and modern materials. Ideally suited for product design and interior furnishings, it projects a dark and subtle character. It projects a sense of grounded warmth and a refined professional presence that represents a modern and cool industrial character in both contemporary residential and commercial design.","ARCHITECTURE, INTERIORS, FURNITURE, PRODUCT_DESIGN, RESTORATION","DARK, WARM, SUBTLE, GROUNDED, REFINED"
"RAL 8019","Grey brown","RAL 8019 {0} is a cool, muted brown with a sophisticated grey cast, conveying restraint and industrial durability. It is a sophisticated, modern alternative to black for minimalist architecture and architectural metalwork. It conveys depth, stability, and high-end elegance. Ideally suited for industrial design and heritage restoration, it provide a cool and discreet character. It projects a sense of muted elegance and a grounded professional presence that represents a modern and durable structural integrity, perfect for anyone looking for an understated and sophisticated professional presence.","INDUSTRIAL, RESTORATION, ARCHITECTURE, EQUIPMENT, FURNITURE","MUTED, COOL, DISCREET, GROUNDED, FUNCTIONAL"
"RAL 8022","Black brown","RAL 8022 {0} is a very dark brown approaching black, offering maximum depth and contrast with a hidden warm undertone. It is a soft, formal alternative to Jet Black, providing depth, elegance, and authoritative strength. Used in product design, automotive components, and high-end architecture, it conveys a dark and grounded character. Ideally suited for furniture and architectural accents, it projects a sense of dark formal elegance. It projects a sense of deep formality and a minimal professional presence that represents a prestigious and deep structural character in both modern and restoration design.","ARCHITECTURE, PRODUCT_DESIGN, FURNITURE, INTERIORS, RESTORATION","DARK, FORMAL, ELEGANT, GROUNDED, MINIMAL"
"RAL 8023","Orange brown","RAL 8023 {0} is a light, vibrant brown with a strong orange heart, evoking the warmth of terracotta or Mediterranean brick. It is warm, rustic, and projects a sense of sunny familiarity and natural richness. Used in traditional architecture, restoration, and cultural design, it conveys a sense of heat and earth. Ideally suited for plant pots, ceramics, and warm interiors, it provide a warm and rustic character. It projects a sense of natural warmth and a soft professional presence that represents a warm and familiar structural character, making any building or product look sunny, rustic, and reliably authentic.","ARCHITECTURE, RESTORATION, FURNITURE, INTERIORS, CULTURAL","WARM, RUSTIC, NATURAL, FAMILIAR, SOFT"
"RAL 8024","Beige brown","RAL 8024 {0} is a soft brown with beige undertones, adding a sense of milky warmth without visual heaviness. It conveys comfort, wholesomeness, and a natural neutrality. Ideally suited for interior walls, textiles, and furnishings with a natural or vintage style, it projects a soft and neutral character. It projects a sense of natural comfort and a grounded professional presence that represents a wholesome and neutral structural character in both contemporary and heritage lifestyle products. It suggests a look that is soft, warm, and reliably neutral for any comfortable residential or hospitality environment.","INTERIORS, FURNITURE, RESTORATION, ARCHITECTURE, PRODUCT_DESIGN","SOFT, WARM, NATURAL, VINTAGE, GROUNDED"
"RAL 8025","Pale brown","RAL 8025 {0} is a light, muted brown ideal for calm, neutral environments and sustainable design. It resembles dry cardboard or driftwood, conveying a sense of natural simplicity and non-intrusive character. Ideally suited for product design, restoration, and hospitality, it projects a subtle and soft character. It projects a sense of natural simplicity and a calm, neutral professional presence that represents an authentic and quiet structural character. It suggests a look that is subtle, soft, and reliably natural in contemporary and wellness-oriented design environments.","INTERIOR_DESIGN, FURNITURE, PRODUCT_DESIGN, RESTORATION, HOSPITALITY","SUBTLE, SOFT, CALM, NEUTRAL, NATURAL"
"RAL 8028","Terra brown","RAL 8028 {0} is a rich, dark earth brown that mimics the color of fertile soil, providing depth, stability, and grounded warmth. It is nature-inspired, robust, and ideal for facades and landscaping seeking a solid, permanent presence. It conveys growth, reliability, and a deep connection to the earth. Ideally suited for agricultural equipment and park furniture, it provides an earthy and rich character. It projects a sense of grounded richness and a stable professional presence that represents an earthy and fertile structural integrity in both heritage and contemporary outdoor design.","ARCHITECTURE, LANDSCAPING, RESTORATION, OUTDOOR, INTERIORS","EARTHY, GROUNDED, RICH, STABLE, WARM"
